ā wèi	阿魏
guāng cì máo bí nián	光刺毛鼻鯰
guāng cì tù chún huā	光刺兔唇花
guāng dài zhú guāng yú	光帶燭光魚
guǎng dé zhēn hòu luó	廣德真厚螺
guǎng dōng dàn tú yú	廣東彈塗魚
guǎng dōng fèng wěi jué	廣東鳳尾蕨
guǎng dōng fèng yā jué	廣東鳳丫蕨
guǎng dōng jīn qián cǎo	廣東金錢草
guǎng dōng liǎng jí chóng	廣東兩極蟲
guǎng dōng luó xù cǎo	廣東螺序草
guǎng dōng mǔ lì cǎo	廣東牡麗草
guǎng dōng nào yáng huā	廣東鬧洋花
guǎng dōng qīng xī xiè	廣東清溪蟹
guǎng dōng qiú bāo chóng	廣東球孢蟲
guǎng dōng shuǐ suō cǎo	廣東水莎草
guǎng dōng tuán shàn jué	廣東團扇蕨
guǎng dōng wàn nián qīng	廣東萬年青
guǎng dōng wěi bāo chóng	廣東尾孢蟲
guǎng dōng xīn ěr cǎo	廣東新耳草
guǎng dōng yán jiē cǎo	廣東沿階草
guǎng dōng yīng kǒu qiū	廣東纓口鰍
guǎng dōng zhān tǐ chóng	廣東粘體蟲
guāng è bā ruǐ huā	光萼八蕊花
guāng è féi ròu cǎo	光萼肥肉草
guāng è gé dòu yú	光顎格鬥魚
guāng è gǔ jīng cǎo	光萼穀精草
guāng è hǔ ěr cǎo	光萼虎耳草
guāng è lán zhōng huā	光萼藍鐘花
guāng è qiǎo líng huā	光萼巧玲花
guāng è qiào ruǐ huā	光萼鞘蕊花
guāng è xīn ěr cǎo	光萼新耳草
guǎng fàn rǔ gǎn jūn	廣泛乳桿菌
guāng fù chí jiǎ nián	光腹匙甲鯰
guāng fū luò máng cǎo	光稃落芒草
guāng gài lín gài jué	光蓋鱗蓋蕨
guāng gěng cuì què huā	光梗翠雀花
guāng gěng hǔ ěr cǎo	光梗虎耳草
guāng gěng jí lí cǎo	光梗蒺藜草
guāng gōu zuǐ lì yú	光鉤嘴麗魚
guāng guǒ wēi kǒng cǎo	光果微孔草
guāng guǒ xiǎo què huā	光果小雀花
guāng guǒ yín lián huā	光果銀蓮花
guāng guǒ yǔ yè huā	光果羽葉花
guāng hé jù lín yú	光頜鋸鱗魚
guāng hé sōng qiú yú	光頜松球魚
guāng huá bèi jiǎ nián	光滑背甲鯰
guāng huá chì xuán luó	光滑赤旋螺
guāng huá dān jí chóng	光滑單極蟲
guāng huā é guān cǎo	光花鵝觀草
guāng huá fāng gǎn jué	光滑方稈蕨
guāng huā gǒu wěi cǎo	光花狗尾草
guāng huá hé sāi mán	光滑合鰓鰻
guāng huá hǔ bó luó	光滑琥鉑螺
guāng huá hǔ pò luó	光滑琥珀螺
guāng huá jiān zhǐ xiè	光滑尖指蟹
guāng huá nǐ jiǎ nián	光滑擬甲鯰
guāng huá sì jí chóng	光滑四極蟲
guāng huá xià kǒu nián	光滑下口鯰
guāng huá xiàng yá bèi	光滑象牙貝
guāng huá yì zhuāng xiè	光滑異裝蟹
guāng huá yuán fāng xiè	光滑圓方蟹
guāng huá zhī wén luó	光滑織紋螺
guāng huá zhóu mài jué	光滑軸脈蕨
guāng huī kè láo xiè	光輝克勞蟹
guāng huī yuán shàn xiè	光輝圓扇蟹
guāng jí bèi jiǎ nián	光棘背甲鯰
guāng jǐ é guān cǎo	光脊鵝觀草
guāng jí hóng niáng yú	光棘紅娘魚
guāng jiá hán xiū cǎo	光莢含羞草
guāng jiǎo duǎn cháng jué	光腳短腸蕨
guāng jiǎo jīn xīng jué	光腳金星蕨
guāng jiǎo shuāng gài jué	光腳雙蓋蕨
guāng jié yuán dǐng xiè	光潔圓頂蟹
guāng jīng cuì què huā	光莖翠雀花
guāng jīng hǔ ěr cǎo	光莖虎耳草
guāng jīng lán zhōng huā	光莖藍鐘花
guǎng kǒu bái yù luó	廣口白玉螺
guǎng kǒu yuán xiàn chóng	廣口源線蟲
guǎng kuò yóu shàn xiè	廣闊疣扇蟹
guāng liàng hóng niáng yú	光亮紅娘魚
guāng liàng lín máo jué	光亮鱗毛蕨
guāng liàng mì cáng huā	光亮密藏花
guāng liàng shuāng zhuī chóng	光亮雙錐蟲
guāng mài jiǎ máo jué	光脈假毛蕨
guāng máng hǎi shàn há	光芒海扇蛤
guāng míng jié tuó luó	光明節陀螺
guāng míng nǚ shén dié	光明女神蝶
guǎng nán tí gài jué	廣南蹄蓋蕨
guāng náng qià lǐ luó	光囊恰裏螺
guāng náng zǐ bǐng jué	光囊紫柄蕨
guāng pí shī zi yú	光皮獅子魚
guāng róng nǐ xīng luó	光榮擬星螺
guāng shǒu huá miàn xiè	光手滑面蟹
guāng shǒu qiú fù xiè	光手酋婦蟹
guāng suì é guān cǎo	光穗鵝觀草
guǎng tóu dì wō chóng	廣頭地渦蟲
guāng tóu shān tái cǎo	光頭山苔草
guāng wěi huā shé mán	光尾花蛇鰻
guāng wěn nǐ lǎo yú	光吻擬姥魚
guāng wěn wěi jiǎ nián	光吻僞甲鯰
guǎng xī cháng tǒng jué	廣西長筒蕨
guǎng xī chéng guǎng huā	廣西澄廣花
guǎng xī diǎn pào chóng	廣西碘泡蟲
guǎng xī gǒu yá huā	廣西狗牙花
guǎng xī hái er cǎo	廣西孩兒草
guǎng xī huà méi cǎo	廣西畫眉草
guǎng xī huá píng qiū	廣西華平鰍
guǎng xī huā xiè zhū	廣西花蟹蛛
guǎng xī huǒ yàn huā	廣西火焰花
guǎng xī jiǎ máo jué	廣西假毛蕨
guǎng xī lěng shuǐ huā	廣西冷水花
guǎng xī lín gài jué	廣西鱗蓋蕨
guǎng xī lín máo jué	廣西鱗毛蕨
guǎng xī luǒ zhù cǎo	廣西裸柱草
guǎng xī qīng míng huā	廣西清明花
guǎng xī shé gēn cǎo	廣西蛇根草
guǎng xī tóng chuí cǎo	廣西銅錘草
guǎng xī yǐn bàng huā	廣西隱棒花
guāng xiàn kuàng dēng yú	光腺眶燈魚
guāng xù cuì què huā	光序翠雀花
guāng xù lóu tī cǎo	光序樓梯草
guāng yào jī jī cǎo	光藥芨芨草
guāng yào nán shì yú	光耀南氏魚
guāng yè cāo máo cǎo	光葉糙毛草
guāng yè dà dīng cǎo	光葉大丁草
guāng yè hú dié cǎo	光葉蝴蝶草
guāng yè huáng zhōng huā	光葉黃鐘花
guāng yè jīn xīng jué	光葉金星蕨
guāng yè lì mǐ cǎo	光葉栗米草
guāng yè lín gài jué	光葉鱗蓋蕨
guāng yè lín shí cǎo	光葉林石草
guāng yè lóu tī cǎo	光葉樓梯草
guāng yè piān bàn huā	光葉偏瓣花
guāng yè qiú mǐ cǎo	光葉求米草
guāng yè shān méi cǎo	光葉山莓草
guǎng yè shū dài jué	廣葉書帶蕨
guāng yè wén zi cǎo	光葉蚊子草
guāng yè xiǎo mǐ cǎo	光葉小米草
guāng yè yín lián huā	光葉銀蓮花
guāng yè zhēn zhū huā	光葉珍珠花
guāng yè zhóu mài jué	光葉軸脈蕨
guāng yè zhū lóng cǎo	光葉豬籠草
guāng yè zǐ bǐng jué	光葉紫柄蕨
guǎng yì jīn hé huān	廣義金合歡
guǎng yíng jīn huā chóng	廣螢金花蟲
guāng yuán ài shén luó	光原愛神螺
guāng yuán hǔ ěr cǎo	光緣虎耳草
guāng zé bù wén luó	光澤布紋螺
guāng zé huáng sǎng yú	光澤黃顙魚
guāng zé juǎn guǎn luó	光澤捲管螺
guāng zé qiān bǐ yú	光澤鉛筆魚
guāng zhī mǐ suì huā	光枝米碎花
guāng zhī tái xiǎn chóng	光枝苔蘚蟲
guǎng zhōu diǎn pào chóng	廣州碘泡蟲
guāng zhóu hóng xiàn jué	光軸紅腺蕨
guǎng zhōu jīn jiǎ chóng	廣州金甲蟲
guǎng zhōu shé gēn cǎo	廣州蛇根草
guāng zhóu tí gài jué	光軸蹄蓋蕨
guāng zhóu zhǒng zú jué	光軸腫足蕨
guì běi luó xù cǎo	桂北螺序草
guī diǎn shí bān yú	鮭點石斑魚
guì hóng xié fēng niǎo	桂紅脅蜂鳥
guǐ huàn róng zhú diāo	鬼幻茸竺鯛
guī lì qī xī yú	瑰麗七夕魚
guī lì zhuó mù niǎo	瑰麗啄木鳥
guì lín lóu tī cǎo	桂林樓梯草
guì lín shù yāo xiè	桂林束腰蟹
guī shān xì tóu qiū	圭山細頭鰍
guī wén hǎi zhū yú	鮭紋海豬魚
guì xī tiě jiǎo jué	桂西鐵角蕨
guī xíng lián dāo lóng	龜型鐮刀龍
guī xíng zhuī shǒu yú	鮭形錐首魚
guǐ yàn qiāo xíng chóng	鬼豔鍬形蟲
guì yáng huáng jīng cǎo	貴陽黃猄草
guì yáng lù tí cǎo	貴陽鹿蹄草
guì yáng méi huā cǎo	貴陽梅花草
guì yáng tiě jiǎo jué	貴陽鐵角蕨
guǐ yě piāo fú cǎo	鬼野飄拂草
guì zhòng cì tī luó	貴重刺梯螺
guì zhōu bà xiè zhū	貴州耙蟹蛛
guì zhōu fèng wěi jué	貴州鳳尾蕨
guì zhōu fèng xiān huā	貴州鳳仙花
guì zhōu fèng yā jué	貴州鳳丫蕨
guì zhōu gǒu wěi cǎo	貴州狗尾草
guì zhōu gǒu yá huā	貴州狗牙花
guì zhōu kōng jí yú	貴州空棘魚
guì zhōu lèi máo jué	貴州肋毛蕨
guì zhōu lín máo jué	貴州鱗毛蕨
guì zhōu liú zú jué	貴州瘤足蕨
guì zhōu lù tí cǎo	貴州鹿蹄草
guì zhōu pá yán qiū	貴州爬巖鰍
guì zhōu píng péng cǎo	貴州萍蓬草
guì zhōu sāo sī huā	貴州繅絲花
guì zhōu shǔ wěi cǎo	貴州鼠尾草
guì zhōu tí gài jué	貴州蹄蓋蕨
guì zhōu tōng quán cǎo	貴州通泉草
guì zhōu xiǎo chūn chóng	貴州小春蟲
gùn yì cháng zhēn chóng	棍異長針蟲
guǒ fù sì mén chóng	果復四門蟲
guǒ jiāo zhū lóng cǎo	果膠豬籠草
guǒ ké qí jiāng lóng	果殼綦江龍
guǒ lì zhī wén luó	果粒織紋螺
guó shāng yīng sù huā	國殤罌粟花
guō shì bó hǎi niǎo	郭氏渤海鳥
guó wáng hǎi shén huā	國王海神花
guǒ xíng hǎi dǎn chóng	果形海膽蟲
hā cǎi gé yì lóng	哈採格翼龍
hā dí sī dì mán	哈迪斯蒂鰻
hā ěr shàn zhǐ hǔ	哈爾扇趾虎
hā fū ní yà jūn	哈夫尼亞菌
hā gé lǐ fēn lóng	哈格里芬龍
hā kǎ shí lóng zǐ	哈卡石龍子
hā lǐ niú gān jūn	哈里牛肝菌
hā shì bàn gōu nián	哈氏半鉤鯰
hā shì bàn hǎi nián	哈氏半海鯰
hā shì cháng hé yú	哈氏長頜魚
hā shì cuò jiǎ nián	哈氏銼甲鯰
hā shì duǎn zhī lǐ	哈氏短脂鯉
hā shì dùn hǎi nián	哈氏盾海鯰
hā shì ěr kǒng nián	哈氏耳孔鯰
hā shì hǎi zhū yú	哈氏海豬魚
hā shì jiá zhī lǐ	哈氏頰脂鯉
hā shì líng zhī lǐ	哈氏鯪脂鯉
hā shì luó bì yú	哈氏羅碧魚
hā shì náng sāi mán	哈氏囊鰓鰻
hā shì nǐ huā yì	哈氏擬花鮨
hā shì nǐ lì yú	哈氏擬麗魚
hā shì pí zhī lǐ	哈氏魮脂鯉
hā shì qiān bǐ yú	哈氏鉛筆魚
hā shì ruò xī yú	哈氏弱蜥魚
hā shì wén chún yú	哈氏紋唇魚
hā shì yǔ yóu nián	哈氏羽油鯰
hā tè xiǎo yóu nián	哈特小油鯰
hǎi àn nǐ fú jué	海岸擬茀蕨
hǎi àn tài pān shé	海岸太攀蛇
hǎi bīn liǔ chuān yú	海濱柳穿魚
hǎi bō yín hàn yú	海波銀漢魚
hǎi cǎo wá wa yú	海草娃娃魚
hǎi é dǐ qián yú	海娥底潛魚
hǎi fēng xià měi yì	海豐下美鮨
hǎi kuí shuāng jù yú	海葵雙鋸魚
hǎi lán zhuó fēi yú	海藍卓飛魚
hǎi lún yìng tóu yú	海倫硬頭魚
hǎi mián jī tái cǎo	海綿基苔草
hǎi mián jīng gàn xiè	海綿精幹蟹
hǎi mián shèng xīng chóng	海綿聖星蟲
hǎi mián shuāng wàn chóng	海綿雙腕蟲
hǎi nán bǔ niǎo zhū	海南捕鳥蛛
hǎi nán hǔ bān 𫛚	海南虎斑鳽
hǎi nán huáng yǒu yú	海南黃黝魚
hǎi nán mǎ kǒu yú	海南馬口魚
hǎi nán mò tóu yú	海南墨頭魚
hǎi nán shǎn lín shé	海南閃鱗蛇
hǎi sān léng biāo cǎo	海三稜藨草
hǎi shā lì shuǐ yú	海砂利水魚
hǎi shàn piān gài luó	海扇偏蓋螺
hǎi shàng lǎo fēi yú	海上老飛魚
hǎi shén hán jí yú	海神寒極魚
hǎi shén hóu pán yú	海神喉盤魚
hǎi shén lóng tóu yú	海神隆頭魚
hǎi shì bái gū yú	海氏白姑魚
hǎi shì cì kāo yú	海氏刺尻魚
hǎi shì jí huā yì	海氏棘花鮨
hǎi shì kè nài yú	海氏克奈魚
hǎi shì táo lè nián	海氏陶樂鯰
hǎi shì tū hé yú	海氏突頜魚
hǎi shì xià kǒu nián	海氏下口鯰
hǎi shòu wèi xiàn chóng	海獸胃線蟲
hǎi shuǐ guān shǎng yú	海水觀賞魚
hǎi sī shì jǐn yú	海斯氏錦魚
hǎi tóng zhuàng xiāng cǎo	海桐狀香草
hǎi tún qiáng chǐ luó	海豚強齒螺
hǎi wān bào chán yú	海灣豹蟾魚
hǎi wān nián máng mán	海灣黏盲鰻
hǎi wān shī zi yú	海灣獅子魚
hǎi yáng piāo fú xiè	海洋漂浮蟹
hàn jiāng dàn shuǐ yú	漢江淡水魚
hán mǐ tè jú shí	含米特菊石
hàn shēng hóng xiàn jué	旱生紅腺蕨
hán shì cháng zuǐ niǎo	韓氏長嘴鳥
hàn shì dào zhī lǐ	漢氏盜脂鯉
hàn shì fēng líng mù	漢氏風鈴木
hán shì huó zhāng yú	韓式活章魚
hàn shì jí qié yú	漢氏棘茄魚
hàn shì kuàng dēng yú	漢氏眶燈魚
hàn shì ruò xī yú	漢氏弱蜥魚
hàn shì zhuàng dēng yú	漢氏壯燈魚
hàn shì zú gōu yú	漢氏足溝魚
hàn zhōng yóu cài huā	漢中油菜花
háng dé xià kǒu nián	杭德下口鯰
háng shì gé lì luó	杭氏格粒螺
háng zhōu lín máo jué	杭州鱗毛蕨
háng zhōu qiú bāo chóng	杭州球孢蟲
hào dòu yán cí xiè	好鬥巖瓷蟹
háo huá zhé é xiè	豪華折額蟹
hào jiǎ jī gǎn jūn	耗甲基桿菌
hào jiǎo huā shé mán	號角花蛇鰻
hào jiǎo piān gài luó	號角偏蓋螺
hāo píng tí gài jué	蒿坪蹄蓋蕨
hǎo shì dì dà chóng	郝氏地大蟲
hǎo shì jìn niǎo lóng	郝氏近鳥龍
háo shì zhēn jiǎ nián	豪氏真甲鯰
háo sī xiǎo yóu nián	豪斯小油鯰
háo wēi měi tǐ mán	豪威美體鰻
hé bà diào dēng huā	河壩吊燈花
hè bān cì wěi diāo	褐斑刺尾鯛
hè bān cì wěi yú	褐斑刺尾魚
hè bān luǒ xiōng shàn	褐斑裸胸鱔
hè bān tiě jiǎ chóng	褐斑鐵甲蟲
hè bān xiǎo juàn é	褐斑小卷蛾
hé bāo shān guì huā	荷包山桂花
hé běi diǎn pào chóng	河北碘泡蟲
hé běi duì náng jué	河北對囊蕨
hé běi é guān cǎo	河北鵝觀草
hé běi é méi jué	河北蛾眉蕨
hè bèi ōu bái yú	褐背歐白魚
hé běi shān méi huā	河北山梅花
hé běi shí tou huā	河北石頭花
hé běi shī zi yú	河北獅子魚
hé běi tiě jiǎo jué	河北鐵角蕨
hé běi xì ruò niǎo	河北細弱鳥
hè bèi zhuó huā niǎo	褐背啄花鳥
hé běn kē zá cǎo	禾本科雜草
hé biān qīng qīng cǎo	河邊青青草
hè bǐng duǎn cháng jué	褐柄短腸蕨
hè bǐng shuāng gài jué	褐柄雙蓋蕨
hè bó sī yì lóng	赫伯斯翼龍
hè bù juǎn guǎn luó	褐布捲管螺
hè chì lǜ nòng dié	褐翅綠弄蝶
hè chì qīng huī dié	褐翅青灰蝶
hè chì yín huī dié	褐翅銀灰蝶
hè chì yuán yā què	褐翅緣鴉雀
hé chuān máo lì yú	河川矛麗魚
hé chuān xī kǒu yú	河川吸口魚
hè chún xiàng fǎ luó	褐脣象法螺
hé cūn juǎn guǎn luó	河村捲管螺
hé cūn piān gài luó	河村偏蓋螺
hè dài gé lì luó	褐帶格粒螺
hè dài huán kǒu luó	褐帶環口螺
hé dài jiān lì luó	核帶間粒螺
hè dài shào nǚ yú	褐帶少女魚
hè dài tiān zhú diāo	褐帶天竺鯛
hè dài yīng zhú diāo	褐帶鸚竺鯛
hè dǐ shuāng zhū luó	褐底雙珠螺
hé diàn máng chūn yà	合墊盲蝽亞
hè diǎn shí bān yú	褐點石斑魚
hè dǐng lǜ yīng què	褐頂綠鶯雀
hè dú yǐn chì chóng	褐毒隱翅蟲
hé è lèi zhù huā	合萼肋柱花
hè é zhuó mù niǎo	褐額啄木鳥
hè ěr méi dì chóng	赫爾梅蒂蟲
hé fěn jiè ké chóng	禾粉介殼蟲
hè fèng gé lì luó	褐縫格粒螺
hé gǎn jiǎ máo jué	禾稈假毛蕨
hé gǎn jīn xīng jué	禾稈金星蕨
hé gǎn liàng máo jué	禾稈亮毛蕨
hé gǎn tí gài jué	禾稈蹄蓋蕨
hé gǎn zǐ bǐng jué	禾稈紫柄蕨
hé gē shān yù luó	和歌山芋螺
hé gǔ fù ní chóng	禾穀負泥蟲
hé guān shǔ qǔ cǎo	合冠鼠麴草
hè guān yuán dīng niǎo	褐冠園丁鳥
hé guāng wěi qún yú	頜光尾裙魚
hè hóng mài tái cǎo	褐紅脈苔草
hè hóng tiān zhú diāo	褐紅天竺鯛
hé hóng yín hàn yú	河虹銀漢魚
hè hóu shí mì niǎo	褐喉食蜜鳥
hè huā dēng xīn cǎo	褐花燈心草
hè huán luǒ xiōng shàn	褐環裸胸鱔
hè huáng bèi jiǎ nián	褐黃背甲鯰
hè huáng lín tái cǎo	褐黃鱗苔草
hè huáng pǔ lì yú	褐黃樸麗魚
hè huáng yīng zhú diāo	褐黃鸚竺鯛
hè huáng yù fèng huā	褐黃玉鳳花
hè jī bān fěn dié	褐基斑粉蝶
hé jiāng dān jí chóng	合江單極蟲
hé jiāng diǎn pào chóng	合江碘泡蟲
hé jiāng liǎng jí chóng	合江兩極蟲
hè jiǎo lì yè fēng	褐角麗葉蜂
hé kǒu guāng chún yú	河口光脣魚
hé kǒu hóu pán yú	河口喉盤魚
hé kǒu lián zuò jué	河口蓮座蕨
hé kǒu lóu tī cǎo	河口樓梯草
hé kǒu luó xù cǎo	河口螺序草
hé kǒu xīn yuè jué	河口新月蕨
hé kǒu yín lián huā	河口銀蓮花
hé kǒu zhóu mài jué	河口軸脈蕨
hé kuàng fēng má yíng	合眶蜂麻蠅
hè lán cuì què huā	賀蘭翠雀花
hè lán shān sōng cǎo	賀蘭山嵩草
hé lǐ shí lóng zǐ	合裏石龍子
hè lì tuō shé mán	赫立脫蛇鰻
hé lín fù zǐ yú	頜鱗副紫魚
hè lín lín máo jué	褐鱗鱗毛蕨
hè lín piāo fú cǎo	褐鱗飄拂草
hè lín shuāng gài jué	褐鱗雙蓋蕨
hé lín xiā hǔ yú	頜鱗鰕虎魚
hé mǎ cháng hé yú	河馬長頜魚
hè mài lóu tī cǎo	褐脈樓梯草
hè máo gǒu wěi cǎo	褐毛狗尾草
hè máo lín gài jué	褐毛鱗蓋蕨
hè máo sì zhào huā	褐毛四照花
hè máo xiù zhù huā	褐毛秀柱花
hé mǔ shì yǐn yú	荷姆氏隱魚
hé nán cuì què huā	河南翠雀花
hé nán huá xī xiè	河南華溪蟹
hé nán shǔ wěi cǎo	河南鼠尾草
hé nán táng sōng cǎo	河南唐松草
hè pí cū mǐ luó	褐皮粗米螺
hé qī hóu pán yú	河棲喉盤魚
hé qī lán zhī lǐ	河棲藍脂鯉
hè qiào yán jiē cǎo	褐鞘沿階草
hé qīng diǎn pào chóng	河清碘泡蟲
hè qìng táng sōng cǎo	鶴慶唐松草
hè qìng tiě xiàn jué	鶴慶鐵線蕨
hè qìng wēi kǒng cǎo	鶴慶微孔草
hè sè cān zhū luó	褐色參珠螺
hè sè diāo zhōng luó	褐色雕鐘螺
hè sè duǎn cháng jué	褐色短腸蕨
hè sè gǔ jīng cǎo	褐色穀精草
hè sè guāng lèi luó	褐色光肋螺
hè sè shuāng gài jué	褐色雙蓋蕨
hè sè tiān zhú diāo	褐色天竺鯛
hè sè yuán dīng niǎo	褐色園丁鳥
hè shān dān bāo jūn	赫山單胞菌
hé shēng bǐng kǒng jūn	核生柄孔菌
hé shēng tiě jiǎo jué	合生鐵角蕨
hè shì cuò jiǎ nián	赫氏銼甲鯰
hè shì dān hé mán	赫氏單頜鰻
hè shì dù fù yú	赫氏杜父魚
hè shì ěr kǒng nián	赫氏耳孔鯰
hè shì hǎi zhū yú	赫氏海豬魚
hè shì huǒ kǒu yú	赫氏火口魚
hè shì jìn niǎo lóng	赫氏近鳥龍
hè shì máo lì yú	赫氏矛麗魚
hè shì nǐ huā yì	赫氏擬花鮨
hè shì nián máng mán	赫氏黏盲鰻
hè shì ōu bái yú	赫氏歐白魚
hè shì qí lì yú	赫氏奇麗魚
hè shì qī sāi mán	赫氏七鰓鰻
hé shì qióng zhī lǐ	何氏瓊脂鯉
hè shì shāi ěr nián	赫氏篩耳鯰
hè shì shēn lì yú	赫氏深麗魚
hé shì shí bān yú	荷氏石斑魚
hè shì shì niǎo lóng	赫氏嗜鳥龍
hè shì shí wén yú	赫氏食蚊魚
hé shì shuāng qí mán	何氏雙鰭鰻
hè shì wú biào yóu	赫氏無鰾鮋
hè shì xià kǒu nián	赫氏下口鯰
hè shì xīn yín yú	赫氏新銀魚
hè shì xiōng hàn yú	赫氏胸漢魚
hé shì yǔ yóu nián	何氏羽油鯰
hè shì zhǎng shī yú	赫氏掌獅魚
hè shì zhǎo hǎi nián	赫氏沼海鯰
hè shì zhēn bō yú	赫氏真波魚
hè shì zhēn dēng yú	赫氏珍燈魚
hè shǒu luǒ xiōng shàn	褐首裸胸鱔
hè shǒu shī zi yú	褐首獅子魚
hé shùn yín xìng xiè	和順銀杏蟹
hè sī liú wěi hǔ	赫斯瘤尾虎
hé tao děng jiān guǒ	核桃等堅果
hé tǐ shuāng xī chóng	合體雙吸蟲
hè tiáo tiān zhú diāo	褐條天竺鯛
hè tóu hé wěn mán	褐頭頜吻鰻
hé tuán zhī zhū xiè	合團蜘蛛蟹
hè wěi tiān zhú diāo	褐尾天竺鯛
hè wěn xiā hǔ yú	褐吻鰕虎魚
hé xī gāo yuán qiū	河西高原鰍
hé xī nán rǔ yú	河溪南乳魚
hé xī xià kǒu nián	河溪下口鯰
hé xī xīn bō yú	河溪新波魚
hè xiàn xiè shǒu luó	褐線蟹守螺
hè xiǎo niú gān jūn	褐小牛肝菌
hè xīng é fēng niǎo	褐星額蜂鳥
hé yáng gāo yuán qiū	郃陽高原鰍
hé yè tiě xiàn jué	荷葉鐵線蕨
hé yè wā ěr cǎo	禾葉挖耳草
hé yè yíng zi cǎo	禾葉蠅子草
hè yìn jiā fēng niǎo	褐印加蜂鳥
hé yīng dà dīng cǎo	合纓大丁草
hè yuán lǜ cì é	褐緣綠刺蛾
hè yún mǎ nǎo luó	褐雲瑪瑙螺
hè yún yuán suō luó	褐雲緣梭螺
hé zhǐ shí yè què	合趾拾葉雀
hé zhù jīn lián mù	合柱金蓮木
hè zǐ ěr fēng niǎo	褐紫耳蜂鳥
hè zǐ lín tái cǎo	褐紫鱗苔草
hēi ǎi cháng hé yú	黑矮長頜魚
hēi bái táng nà què	黑白唐納雀
hēi bái tiáo wén yú	黑白條紋魚
hēi bān bàn gōu nián	黑斑半鉤鯰
hēi bān bàng xū chóng	黑斑棒須蟲
hēi bān bǎo lì yú	黑斑寶麗魚
hēi bān cì wěi diāo	黑斑刺尾鯛
hēi bān cì wěi yú	黑斑刺尾魚
hēi bān fù fēi lǐ	黑斑副緋鯉
hēi bān gāo yuán qiū	黑斑高原鰍
hēi bān gēn kǒng jūn	黑斑根孔菌
hēi bān hǎi fēi lǐ	黑斑海緋鯉
hēi bān hú dié yú	黑斑蝴蝶魚
hēi bān huā shé mán	黑斑花蛇鰻
hēi bān jǐng qí yú	黑斑頸鰭魚
hēi bān lí qí yú	黑斑離鰭魚
hēi bān luǒ jiá diāo	黑斑裸頰鯛
hēi bān máo bí nián	黑斑毛鼻鯰
hēi bān máo lì yú	黑斑矛麗魚
hēi bān měi tǐ mán	黑斑美體鰻
hēi bān pán què diāo	黑斑盤雀鯛
hēi bān rú lín chóng	黑斑蠕鱗蟲
hēi bān shā rú chóng	黑斑沙蠕蟲
hēi bān shí bān yú	黑斑石斑魚
hēi bān shī zi yú	黑斑獅子魚
hēi bān tòu kǒng luó	黑斑透孔螺
hēi bān xià kǒu nián	黑斑下口鯰
hēi bān xiàng qí yú	黑斑項鰭魚
hēi bān yīng zuǐ yú	黑斑鸚嘴魚
hēi bān yuè dié yú	黑斑月蝶魚
hēi bān yún nán qiū	黑斑雲南鰍
hēi bān zhū chǐ yú	黑斑豬齒魚
hēi bāo huǒ róng cǎo	黑苞火絨草
hēi bèi bái huán shé	黑背白環蛇
hēi bèi cí lì yú	黑背慈麗魚
hēi bèi gāo yuán qiū	黑背高原鰍
hēi bèi hǎi zhū yú	黑背海豬魚
hēi bèi hóng cǎi diāo	黑背虹彩鯛
hēi bèi hú dié yú	黑背蝴蝶魚
hēi bèi pán què diāo	黑背盤雀鯛
hēi bèi qí bīng nián	黑背鰭兵鯰
hēi bèi tiān zhú diāo	黑背天竺鯛
hēi bèi xiàng qí yú	黑背項鰭魚
hēi bèi xiǎo yóu nián	黑背小油鯰
hēi biān dān qí yú	黑邊單鰭魚
hēi biān dòu niáng yú	黑邊豆娘魚
hēi biān kāng jí mán	黑邊康吉鰻
hēi biān lèi bō yú	黑邊類波魚
hēi biǎn lóng tóu yú	黑扁隆頭魚
hēi biān qí qiū xuě	黑邊鯕鰍鱈
hēi biān shí bān yú	黑邊石斑魚
hēi biān tiān zhú diāo	黑邊天竺鯛
hēi biān tiān zhú yú	黑邊天竺魚
hēi biān tiě jiǎo jué	黑邊鐵角蕨
hēi biān yán yóu wèi	黑邊巖遊䲁
hēi biāo pí zhī lǐ	黑標魮脂鯉
hēi bǐng tiě jiǎo jué	黑柄鐵角蕨
hēi bó shí bān yú	黑駁石斑魚
hēi cǎo xí zhōng luó	黑草蓆鐘螺
hēi chā chǐ lóng téng	黑叉齒龍鰧
hēi chā wěi hǎi yàn	黑叉尾海燕
hēi cháng hé wěn mán	黑腸頜吻鰻
hēi cháo kuàng dēng yú	黑潮眶燈魚
hēi chì cháng hé yú	黑翅長頜魚
hēi chì cháng jiǎo yù	黑翅長腳鷸
hēi chì shān jiāo niǎo	黑翅山椒鳥
hēi chì tǔ bái yǐ	黑翅土白蟻
hēi chì wěi liè chūn	黑翅委獵蝽
hēi chuáng dù fù yú	黑牀杜父魚
hēi chún fèng huáng luó	黑脣鳳凰螺
hēi chún zhēn jiǎ nián	黑脣真甲鯰
hēi cì máo ké xiè	黑刺毛殼蟹
hēi cì wěi yǔ yàn	黑刺尾雨燕
hēi dà yàn chǐ diāo	黑大咽齒鯛
hēi dà yàn chǐ yú	黑大咽齒魚
hēi dài dài shì yú	黑帶戴氏魚
hēi dài duǎn dài wèi	黑帶短帶䲁
hēi dài guǎn zhú diāo	黑帶管竺鯛
hēi dài guāng sāi yú	黑帶光鰓魚
hēi dài hǎi zhū yú	黑帶海豬魚
