ā kā piàn	阿咖片
lǔ měi tā sōng ruǎn gāo	鹵美他松軟膏
lù róng jīng zhù shè yè	鹿茸精注射液
lù shǒu ān shén kē lì	鹿首安神顆粒
lù yáng qiáng shèn jiāo náng	鹿陽強腎膠囊
luò bèi lín zhù shè yè	洛貝林注射液
luó bù má jiàng yā piàn	羅布麻降壓片
luó bù má yè kē lì	羅布麻葉顆粒
luò bù sāng kǒu fú yè	洛布桑口服液
luò fá tā tīng fēn sǎn	洛伐他汀分散
luò fá tā tīng jiāo náng	洛伐他汀膠囊
luò fá tā tīng kē lì	洛伐他汀顆粒
luó gé liè tóng nà piàn	羅格列酮鈉片
luó hàn guǒ zhǐ ké gāo	羅漢果止咳膏
luó hàn guǒ zhǐ ké piàn	羅漢果止咳片
luó hóng méi sù jiāo náng	羅紅黴素膠囊
luó hóng méi sù kē lì	羅紅黴素顆粒
luǒ huā zǐ zhū jiāo náng	裸花紫珠膠囊
luǒ huā zǐ zhū kē lì	裸花紫珠顆粒
luò měi shā xīng jiāo náng	洛美沙星膠囊
luò měi shā xīng kē lì	洛美沙星顆粒
luò měi shā xīng rǔ gāo	洛美沙星乳膏
luò mò sī tīng jiāo náng	洛莫司汀膠囊
luò pài dīng àn jiāo náng	洛哌丁胺膠囊
luò pài dīng àn kē lì	洛哌丁胺顆粒
luò suǒ luò fēn nà piàn	洛索洛芬鈉片
luó tòng dìng zhù shè yè	羅痛定注射液
luó wén fáng jǐn shí gāo	螺紋防緊蝕膏
luó xuán méi sù jiāo náng	螺旋黴素膠囊
lǜ àn tóng zhù shè yè	氯胺酮注射液
lǜ bèi dīng zhǐ jiāo náng	氯貝丁酯膠囊
lǜ bǐng mī zhù shè yè	氯丙咪注射液
lǜ bǐng qín zhù shè yè	氯丙嗪注射液
lǜ bó suān cuī huà jì	氯鉑酸催化劑
lǜ fú shū sōng ruǎn gāo	氯氟舒松軟膏
lǜ fú shū sōng tú jì	氯氟舒松塗劑
lǜ guāng qì lǜ guāng piàn	濾光器濾光片
lǜ huà gài zhù shè yè	氯化鈣注射液
lǜ huà jiǎ huǎn shì piàn	氯化鉀緩釋片
lǜ huà jiǎ kòng shì piàn	氯化鉀控釋片
lǜ huà jiǎ zhù shè yè	氯化鉀注射液
lǜ huà nà zhù shè yè	氯化鈉注射液
lǜ jǐ dìng hán shù jì	氯己定含漱劑
lǜ jí ké chuǎn kē lì	綠及咳喘顆粒
lǜ jiǎ huán suān jiāo náng	氯甲環酸膠囊
lǘ jiāo bǔ xuè chōng jì	驢膠補血沖劑
lǘ jiāo bǔ xuè kē lì	驢膠補血顆粒
lǜ kā huáng mǐn jiāo náng	氯咖黃敏膠囊
lǜ léi tā dìng jiāo náng	氯雷他定膠囊
lǜ lìn suān èr nà piàn	氯膦酸二鈉片
lǚ měi jiā hùn xuán yè	鋁鎂加混懸液
lǜ méi sù dī ěr yè	氯黴素滴耳液
lǜ méi sù ruǎn jiāo náng	氯黴素軟膠囊
lǜ méi sù zhù shè yè	氯黴素注射液
lǜ méi zhǐ xiè kē lì	綠梅止瀉顆粒
lǜ nóng gǎn jūn zhì jì	綠膿桿菌製劑
lǜ róng yì xuè jiāo náng	綠茸益血膠囊
lǚ suān zhǐ ǒu lián jì	鋁酸酯偶聯劑
lǜ zuò shā zōng jiāo náng	氯唑沙宗膠囊
ma duō míng qì wù jì	嗎多明氣霧劑
má huáng jiǎn zhù shè yè	麻黃鹼注射液
má huáng sù dī bí yè	麻黃素滴鼻液
má huáng sù zhù shè yè	麻黃素注射液
mǎ lán gǎn hán jiāo náng	馬蘭感寒膠囊
mǎ lín guā dī yǎn yè	嗎啉胍滴眼液
mǎ lín guā zhù shè yè	嗎啉胍注射液
mǎ lìn zǐ sù jiāo náng	馬藺子素膠囊
ma lǜ bèi àn jiāo náng	嗎氯貝胺膠囊
má qín xiāo ké kē lì	麻芩消咳顆粒
má qín zhǐ ké táng jiāng	麻芩止咳糖漿
má sū zhǐ ké kē lì	麻蘇止咳顆粒
má xìng xuān fèi kē lì	麻杏宣肺顆粒
má xìng zhǐ ké kē lì	麻杏止咳顆粒
má xìng zhǐ ké táng jiāng	麻杏止咳糖漿
má xìng zhǐ ké táng wán	麻杏止咳糖丸
mǎ yìng lóng zhì chuāng gāo	馬應龍痔瘡膏
mài bái méi sù jiāo náng	麥白黴素膠囊
mài bái méi sù kē lì	麥白黴素顆粒
mài dāng rǔ tōng kē lì	麥當乳通顆粒
mài dí méi sù jiāo náng	麥迪黴素膠囊
mài dí méi sù kē lì	麥迪黴素顆粒
mài ěr xīn zhù shè yè	邁爾欣注射液
mài guǎn fù kāng jiāo náng	脈管復康膠囊
mài luò níng kǒu fú yè	脈絡寧口服液
mài luò níng kǒu kāng piàn	脈絡寧口康片
mài luò níng zhù shè yè	脈絡寧注射液
mài luò shū tōng kē lì	脈絡舒通顆粒
màn gān jiě yù jiāo náng	慢肝解鬱膠囊
màn gān yǎng yīn jiāo náng	慢肝養陰膠囊
mǎn shān hóng yóu dī wán	滿山紅油滴丸
mǎn shān hóng yóu jiāo wán	滿山紅油膠丸
màn shèn bǎo kǒu fú yè	慢腎寶口服液
màn shèn níng kǒu fú yè	慢腎寧口服液
màn yàn shū níng chōng jì	慢咽舒寧沖劑
màn zhī gù běn kē lì	慢支固本顆粒
máo dōng qīng zhù shè yè	毛冬青注射液
máo guǒ yún xiāng jiǎn piàn	毛果芸香鹼片
měi ěr wěi má róng yè	美爾偽麻溶液
měi fú míng dī yǎn yè	美伏明滴眼液
méi gui huā kǒu fú yè	玫瑰花口服液
méi huā diǎn shé jiāo náng	梅花點舌膠囊
měi kāi lǎng dī yǎn yè	美開朗滴眼液
měi luò níng zhù shè yè	美絡寧注射液
měi luó wèi tòng níng piàn	美羅胃痛寧片
měi luò xī kāng jiāo náng	美洛昔康膠囊
měi mǎn méi sù jiāo náng	美滿黴素膠囊
měi mǐn wěi má róng yè	美敏偽麻溶液
měi pū wěi má jiāo náng	美撲偽麻膠囊
měi pū wěi má kē lì	美撲偽麻顆粒
měi shā tóng jiè dú piàn	美沙酮戒毒片
měi shā tóng kǒu fú yè	美沙酮口服液
měi shā tóng zhù shè yè	美沙酮注射液
měi shēng hóu tài hán piàn	美聲喉泰含片
měi sī nà zhù shè jì	美司鈉注射劑
měi sī nà zhù shè yè	美司那注射液
měi sī nà zhù shè yè	美司鈉注射液
měi suǒ bā mò jiāo náng	美索巴莫膠囊
měi suō wěi má jiāo náng	美羧偽麻膠囊
měi suō wěi má kē lì	美羧偽麻顆粒
měi tā duō xīn jiāo náng	美他多辛膠囊
měi tā huán sù jiāo náng	美他環素膠囊
měi tuō luò ěr jiāo náng	美托洛爾膠囊
méi wēng tuì rè kē lì	梅翁退熱顆粒
měi xī lǜ zhù shè yè	美西律注射液
méi yè wěi líng cài piàn	莓葉委陵菜片
měi yù wěi má jiāo náng	美愈偽麻膠囊
měi yù wěi má kē lì	美愈偽麻顆粒
mén dōng ān suān gài piàn	門冬氨酸鈣片
méng huā máo gān níng piàn	蒙花錨肝寧片
mèng lǔ sī tè nà piàn	孟魯司特鈉片
méng tuō shí fēn sǎn piàn	蒙脫石分散片
mǐ fēi sī tóng jiāo náng	米非司酮膠囊
mì gài xī bí pēn jì	密蓋息鼻噴劑
mì gài xī zhù shè yè	密蓋息注射液
mí kě bǎo zhù shè yè	彌可保注射液
mī kuí mò tè rǔ gāo	咪喹莫特乳膏
mǐ lì nóng zhù shè yè	米力農注射液
mǐ nuò huán sù jiāo náng	米諾環素膠囊
mǐ suǒ qián liè chún piàn	米索前列醇片
mǐ xī níng zhù shè yè	米西寧注射液
mī zuò suān yǐ zhǐ piàn	咪唑酸乙酯片
mián ān kāng kǒu fú yè	眠安康口服液
mián ān níng kǒu fú yè	眠安寧口服液
mǐn zhì lín huǎn shì piàn	皿治林緩釋片
míng huò jiàng zhī kē lì	明藿降脂顆粒
míng mù liù wèi tāng sàn	明目六味湯散
mó luó dān xiǎo mì wán	摩羅丹小蜜丸
mò pǐ luó xīng ruǎn gāo	莫匹羅星軟膏
mù guā méi cháng róng piàn	木瓜酶腸溶片
mù guā wán dà mì wán	木瓜丸大蜜丸
mù táng chún kǒu fú yè	木糖醇口服液
mù táng chún zhù shè yè	木糖醇注射液
mù xiāng shùn qì kē lì	木香順氣顆粒
nà cuī lí huǎn shì piàn	納催離緩釋片
nà fú shā xīng ruǎn gāo	那氟沙星軟膏
nà gé liè nài jiāo náng	那格列奈膠囊
nà jiù hǎo jù hǎo sàn	那就好聚好散
nà luò tóng zhù shè yè	納洛酮注射液
nà luò tóng zhù shè yè	納絡酮注射液
nà mǐn wěi má jiāo náng	那敏僞麻膠囊
nài dīng měi tóng jiāo náng	萘丁美酮膠囊
nài fú pàn zhù shè yè	奈福泮注射液
nài mǐn wéi dī yǎn yè	萘敏維滴眼液
nài pài dì ěr jiāo náng	萘哌地爾膠囊
nài pǔ shēng fēn sàn piàn	萘普生分散片
nài pǔ shēng huǎn shì piàn	萘普生緩釋片
nài pǔ shēng nà jiāo náng	萘普生鈉膠囊
nài pǔ shēng nà kē lì	萘普生鈉顆粒
nài pǔ shēng zhù shè yè	萘普生注射液
nài pū wéi dī yǎn yè	奈撲維滴眼液
nài pū wéi dī yǎn yè	萘撲維滴眼液
nài wéi lā píng jiāo náng	奈韋拉平膠囊
nán bǎn lán gēn kē lì	南板藍根顆粒
nán fú dìng zhù shè yè	喃氟啶注射液
nǎo dé shēng jǔ jué piàn	腦得生咀嚼片
nǎo kāng líng kǒu fú yè	腦康靈口服液
nǎo lè jìng kǒu fú yè	腦樂靜口服液
nǎo lè yǐn kǒu fú yè	腦樂飲口服液
nǎo lì qīng wán shuǐ wán	腦立清丸水丸
nǎo mài tài kǒu fú yè	腦脈泰口服液
nǎo mài tōng kǒu fú yè	腦脈通口服液
nǎo shuān kāng fù jiāo náng	腦栓康復膠囊
nǎo xiàn tài zhù shè yè	腦腺肽注射液
nǎo xīn shū kǒu fú yè	腦心舒口服液
nǎo xuè kāng kǒu fú yè	腦血康口服液
nǎo xuè kāng wán wēi wán	腦血康丸微丸
nǎo xuè shū kǒu fú yè	腦血疏口服液
néng ān jūn níng jiāo náng	能安均寧膠囊
néng quán lì kǒu fú yè	能全力口服液
ní gǔ dīng shé xià piàn	尼古丁舌下片
ní mài jiǎo lín jiāo náng	尼麥角林膠囊
ní měi shū lì jiāo náng	尼美舒利膠囊
ní měi shū lì kē lì	尼美舒利顆粒
ní mò dì píng jiāo náng	尼莫地平膠囊
ní mò dì píng jiāo wán	尼莫地平膠丸
ní mò tóng zhù shè yè	尼莫同注射液
ní qún dì píng jiāo náng	尼群地平膠囊
ní qún dì píng jiāo wán	尼群地平膠丸
ní qún dì píng tiē piàn	尼群地平貼片
ní suǒ dì píng jiāo náng	尼索地平膠囊
ní suǒ dì píng jiāo wán	尼索地平膠丸
ní zhā tì dīng jiāo náng	尼扎替丁膠囊
niào dú líng guàn cháng yè	尿毒靈灌腸液
niào jī méi zhù shè yè	尿激酶注射液
niào náng sù lǚ kē lì	尿囊素鋁顆粒
níng hóng xīn zhù shè yè	寧紅欣注射液
níng xīn bǎo kǒu fú yè	寧心寶口服液
niú huáng jiě dú jiāo náng	牛黃解毒膠囊
niú huáng jiě dú shuǐ wán	牛黃解毒水丸
niú huáng qīng gǎn jiāo náng	牛黃清感膠囊
niú huáng shàng qīng jiāo náng	牛黃上清膠囊
niú huáng shí sān wèi wán	牛黃十三味丸
niú huáng xiāo yán líng wán	牛黃消炎靈丸
niú wěi hāo yóu dī wán	牛尾蒿油滴丸
nóng bǎi líng kǒu fú yè	濃柏靈口服液
nóng méi jiāo yóu róng yè	濃煤焦油溶液
nóng suō shuǐ niú jiǎo piàn	濃縮水牛角片
nuǎn qí gāo xiàng jiāo gāo	暖臍膏橡膠膏
nuǎn wèi shū lè kē lì	暖胃舒樂顆粒
nuò dí kāng kǒu fú yè	諾迪康口服液
nuò fú shā xīng jiāo náng	諾氟沙星膠囊
nuò fú shā xīng ruǎn gāo	諾氟沙星軟膏
nuò hé líng zhù shè yè	諾和靈注射液
nuò hé zhù shè yè tóu	諾和注射液頭
nuò yùn zhǐ sān xiāng piàn	諾孕酯三相片
nǚ jīn wán dà mì wán	女金丸大蜜丸
nǚ jīn wán shuǐ mì wán	女金丸水蜜丸
ōu nǎi yǐng zhù shè yè	歐乃影注射液
pà sī yān jǐng jiāo náng	帕司煙肼膠囊
pái dú jiàng zhī jiāo náng	排毒降脂膠囊
pái dú qīng zhī jiāo náng	排毒清脂膠囊
pái kěn xiàn pái kěn gāo	排齦線排齦膏
pái shí lì dǎn kē lì	排石利膽顆粒
pài tì dìng zhù shè yè	哌替啶注射液
pào zhěn jìng dī yǎn yè	皰疹淨滴眼液
péi fú shā xīng jiāo náng	培氟沙星膠囊
péi fú shā xīng ruǎn gāo	培氟沙星軟膏
péi kūn wán xiǎo mì wán	培坤丸小蜜丸
péi tā dìng kǒu fú yè	培他啶口服液
péi yuán tōng nǎo jiāo náng	培元通腦膠囊
pén qiāng yán kǒu fú yè	盆腔炎口服液
pēn tuō wéi lín dī wán	噴托維林滴丸
pēn xī luò wéi rǔ gāo	噴昔洛韋乳膏
pén yán jìng kǒu fú yè	盆炎淨口服液
pén yán líng kǒu fú yè	盆炎靈口服液
pí ān tài kǒu fú yè	脾氨肽口服液
pǐ duō mò dé kē lì	匹多莫德顆粒
pí duō tài zhù shè yè	脾多肽注射液
pí fū bìng xuè dú wán	皮膚病血毒丸
pí wèi jiàn kǒu fú yè	脾胃健口服液
pí xià zhù shè yòng piàn	皮下注射用片
píng chuǎn yì qì kē lì	平喘益氣顆粒
pō ní sōng dī yǎn yè	潑尼松滴眼液
pō ní sōng lóng ruǎn gāo	潑尼松龍軟膏
pú dì lán xiāo yán piàn	蒲地藍消炎片
pū ěr mǐn zhù shè yè	撲爾敏注射液
pǔ fá tā tīng nà piàn	普伐他汀鈉片
pú gān jù táng jiāo náng	葡甘聚糖膠囊
pú lín fàn sān gài piàn	葡磷泛三鈣片
pǔ lǔ kǎ dì lǔ piàn	普魯卡地魯片
pǔ lǔ kǎ yīn àn piàn	普魯卡因胺片
pǔ lǔ kǎ yīn róng yè	普魯卡因溶液
pǔ lún sī tè jiāo náng	普侖司特膠囊
pǔ luó cí xī rǔ gāo	普羅雌烯乳膏
pǔ luó pà tóng jiāo náng	普羅帕酮膠囊
pǔ nuò níng sī jiāo náng	普諾寧思膠囊
pú qīng pú gōng yīng piàn	蒲清蒲公英片
pú quán nèi zhǐ jiāo náng	葡醛內酯膠囊
pú táo táng suān gài piàn	葡萄糖酸鈣片
pú táo táng suān xīn piàn	葡萄糖酸鋅片
pú táo táng zhù shè yè	葡萄溏注射液
pú táo táng zhù shè yè	葡萄糖注射液
qī bǎo měi rán jiāo náng	七寶美髯膠囊
qī bǎo měi rán kē lì	七寶美髯顆粒
qí cān bǔ qì jiāo náng	芪參補氣膠囊
qǐ cān bǔ shèn kē lì	杞參補腎顆粒
qí cān jiàn xīn kē lì	芪參健心顆粒
qí cān tōng luò jiāo náng	芪參通絡膠囊
qí dōng yǎng xuè jiāo náng	芪冬養血膠囊
qí dōng yí xīn kē lì	芪冬頤心顆粒
qí dūn guǒ suān jiāo náng	齊墩果酸膠囊
qí duō fū dìng jiāo náng	齊多夫定膠囊
qí fāng qì xuè kē lì	芪芳氣血顆粒
qí fēng gù biǎo kē lì	芪風固表顆粒
qì guǎn yán xiàng jiāo gāo	氣管炎橡膠膏
qí guàn yǎng gān kē lì	芪貫養肝顆粒
qí guī fù shé jiāo náng	芪歸蝮蛇膠囊
qí guī shēng xuè jiāo náng	芪歸生血膠囊
qí huáng xiāo kě jiāo náng	芪黃消渴膠囊
qí jiǎ lì fèi jiāo náng	芪甲利肺膠囊
qí jiāo shēng bái jiāo náng	芪膠升白膠囊
qǐ jú dì huáng jiāo náng	杞菊地黃膠囊
qǐ jú rùn mù kē lì	杞菊潤目顆粒
qí lì qiáng xīn jiāo náng	芪藶強心膠囊
qí líng yì qì kē lì	芪苓益氣顆粒
qí lóng cháng róng jiāo náng	芪龍腸溶膠囊
qí lóng tōng luò jiāo náng	芪龍通絡膠囊
qí lù bǔ xuè kē lì	芪鹿補血顆粒
qǐ lù wēn shèn jiāo náng	杞鹿溫腎膠囊
qí lù zhú bì jiāo náng	耆鹿逐痹膠囊
qǐ róng yì jīng kē lì	杞蓉益精顆粒
qí sháo ān wèi jiāo náng	芪芍安胃膠囊
qí shé méi zhù shè yè	蘄蛇酶注射液
qí shēn yì qì dī wán	芪參益氣滴丸
qī shí wèi sōng shí wán	七十味松石丸
qī shí wèi zhēn zhū wán	七十味珍珠丸
qí téng yì xuè kē lì	芪藤益血顆粒
qī wèi kē téng zi wán	七味榼藤子丸
qī wèi kē téng zi wán	七味瞌藤子丸
qī wèi mǎ qián zǐ wán	七味馬錢子丸
qī wèi páng xiè jiǎ wán	七味螃蟹甲丸
qī wèi shā shēn tāng sàn	七味沙參湯散
qī wèi suān téng guǒ wán	七味酸藤果丸
qī wèi tù ěr cǎo sàn	七味兔耳草散
qī wèi wèi tòng jiāo náng	七味胃痛膠囊
qī wèi wèi tōng jiāo náng	七味胃通膠囊
qī wèi wēn yáng jiāo náng	七味溫陽膠囊
qī wèi xiāo kě jiāo náng	七味消渴膠囊
qī wèi yì qì jiāo náng	七味益氣膠囊
qí xiān bǔ shèn jiāo náng	芪仙補腎膠囊
qí xiāng yì shèn kē lì	芪香益腎顆粒
qì xuè chūn kǒu fú yè	氣血春口服液
qì xuè kāng kǒu fú yè	氣血康口服液
qī yè shén ān dī wán	七葉神安滴丸
qī yè zào gān nà piàn	七葉皂苷鈉片
qí zhèng xiāo tòng tiē gāo	奇正消痛貼膏
qí zhì jiàng táng jiāo náng	芪蛭降糖膠囊
qí zhì tōng luò jiāo náng	芪蛭通絡膠囊
qì zhì wèi tòng chōng jì	氣滯胃痛沖劑
qì zhì wèi tòng jiāo náng	氣滯胃痛膠囊
qì zhì wèi tòng kē lì	氣滯胃痛顆粒
qiān bǎi bí yán jiāo náng	千柏鼻炎膠囊
qiān bǎi bí yán kē lì	千柏鼻炎顆粒
qiān jīn téng dìng jiǎn piàn	千金滕啶鹼片
qiān jīn téng dìng jiǎn piàn	千金藤啶鹼片
qián liè bèi xǐ jiāo náng	前列倍喜膠囊
qián liè jiě dú jiāo náng	前列解毒膠囊
qián liè kāng shū jiāo náng	前列康舒膠囊
qián liè shū lè jiāo náng	前列舒樂膠囊
qián liè shū lè kē lì	前列舒樂顆粒
qián liè shū tōng jiāo náng	前列舒通膠囊
qián liè tōng yū jiāo náng	前列通瘀膠囊
qiǎng ān biàn qīng méi sù	羥氨苄青黴素
qiǎng běn huáng suān gài piàn	羥苯磺酸鈣片
qiǎng biàn zuò dī yǎn yè	羥苄唑滴眼液
qiǎng guǐ jiǎ yǎng kūn piàn	羥癸甲氧醌片
qiǎng jiǎ sī tǎn hán piàn	羥甲司坦含片
qiǎng jiǎ sī tǎn kē lì	羥甲司坦顆粒
qiǎng jiǎ xiāng dòu sù piàn	羥甲香豆素片
qiǎng jiǎ yān àn jiāo náng	羥甲煙胺膠囊
qiáng jīn jiàn gǔ jiāo náng	強筋健骨膠囊
qiǎng kǎo tóng kòng shì piàn	羥考酮控釋片
qiǎng kuí jiǎ yǎng kūn piàn	羥葵甲氧醌片
qiáng lì nǎo qīng sù piàn	強力腦清素片
qiáng lì shén kǒu fú yè	強力神口服液
qiáng lì tiě kǒu fú yè	強力鐵口服液
qiáng lì zhēn zhū yǎn yè	強力珍珠眼液
qiáng lóng yì shèn jiāo náng	強龍益腎膠囊
qiǎng rén pái yáng shēn wán	強人牌洋參丸
qiáng shèn yǎng xīn jiāo náng	強腎養心膠囊
qiáng shēn yì shèn jiāo náng	強身益腎膠囊
qiǎng yǐ lín suān nà piàn	羥乙磷酸鈉片
qiǎng yǐ lìn suān nà piàn	羥乙膦酸鈉片
qiào hú zi yáng yù piàn	翹鬍子洋芋片
qiào ruǐ sū kǒu fú yè	鞘蕊蘇口服液
qiào zhī yá tòng kē lì	翹梔牙痛顆粒
qín bào hóng zhǐ ké piàn	芩暴紅止咳片
qín huáng hóu zhèng jiāo náng	芩黃喉症膠囊
qín pí jiē gǔ jiāo náng	秦皮接骨膠囊
qīng bǎi jié shēn xǐ yè	青柏潔身洗液
qīng cháng tōng biàn jiāo náng	清腸通便膠囊
qìng dà méi sù jiāo náng	慶大黴素膠囊
qìng dà méi sù kē lì	慶大黴素顆粒
qìng dà méi sù róng yè	慶大黴素溶液
qīng fèi shí bā wèi wán	清肺十八味丸
qīng fèi shí sān wèi sàn	清肺十三味散
qīng gǎn chuān xīn lián piàn	清感穿心蓮片
qīng gān fú zhèng jiāo náng	清肝扶正膠囊
qīng gān jiàn pí kē lì	清肝健脾顆粒
qīng gān jiàng yā jiāo náng	清肝降壓膠囊
qīng gān lì dǎn jiāo náng	清肝利膽膠囊
qīng gān lì dǎn kē lì	清肝利膽顆粒
qīng gān qū huáng jiāo náng	清肝祛黃膠囊
qīng gōng cháng chūn jiāo náng	清宮長春膠囊
qīng hāo yóu ruǎn jiāo náng	青蒿油軟膠囊
qīng hóu lì yān kē lì	清喉利咽顆粒
qīng hóu yān kǒu fú yè	清喉咽口服液
qīng huǒ wéi mài jiāo náng	清火桅麥膠囊
qīng huǒ yǎng yuán jiāo náng	清火養元膠囊
qīng huǒ zhī mài jiāo náng	清火梔麥膠囊
qīng jīn yǐn kǒu fú yè	清金飲口服液
qīng kāi líng fēn sǎn piàn	清開靈分散片
qīng kāi líng kǒu fú yè	清開靈口服液
qīng kāi líng pào téng piàn	清開靈泡騰片
qīng kāi líng ruǎn jiāo náng	清開靈軟膠囊
qīng kāi líng zhù shè yè	清開靈注射液
qīng ké píng chuǎn kē lì	清咳平喘顆粒
qīng liáng zhǐ yǎng chá jì	清涼止癢搽劑
qīng lǜ bǐ gé léi piàn	氫氯吡格雷片
qīng méi sù jiǎ jiāo náng	青黴素鉀膠囊
qīng méi sù jiǎ kē lì	青黴素鉀顆粒
qīng méi sù pí shì yè	青黴素皮試液
qīng nǎo jiàng yā jiāo náng	清腦降壓膠囊
qīng nǎo jiàng yā kē lì	清腦降壓顆粒
qīng níng wán nóng suō wán	清寧丸濃縮丸
qīng pí yǐn kǒu fú yè	清皮飲口服液
qīng rè bā wèi jiāo náng	清熱八味膠囊
qīng rè gǎn chāng kē lì	清熱感昌顆粒
qīng rè huà zhì kē lì	清熱化滯顆粒
qīng rè jiě dú jiāo náng	清熱解毒膠囊
qīng rè jiě dú kē lì	清熱解毒顆粒
qīng rè jiě dú táng jiāng	清熱解毒糖漿
qīng rè lì dǎn kē lì	清熱利膽顆粒
qīng rè qū fèi chá jì	清熱祛痱搽劑
qīng rè qū shī chōng jì	清熱祛濕沖劑
qīng rè qū shī kē lì	清熱祛濕顆粒
qīng rè sàn jié jiāo náng	清熱散結膠囊
qīng rè tōng lín jiāo náng	清熱通淋膠囊
qīng rè xiāo é kē lì	清熱消蛾顆粒
qīng rè xiāo yán níng piàn	清熱消炎寧片
qīng rè xǐng nǎo líng piàn	清熱醒腦靈片
qīng rè xǐng nǎo líng wán	清熱醒腦靈丸
qīng rè xuān fèi tiē gāo	清熱宣肺貼膏
qīng rè yín huā táng jiāng	清熱銀花糖漿
qīng rè zhǐ xiāo jiāo náng	清熱止消膠囊
qīng rè zhǐ yǎng xǐ jì	清熱止癢洗劑
qīng shǔ jiě dú kē lì	清暑解毒顆粒
qīng téng jiǎn cháng róng piàn	青藤鹼腸溶片
qíng tiān zhù jiàn lì piàn	擎天柱健力片
qīng wèi huáng lián mì wán	清胃黃連蜜丸
qīng wèi huáng lián shuǐ wán	清胃黃連水丸
qīng wèi xiāo kě jiāo náng	清胃消渴膠囊
qīng wèi zhǐ tòng wēi wán	清胃止痛微丸
qīng xuān zhǐ ké kē lì	清宣止咳顆粒
qīng xuè bā wèi jiāo náng	清血八味膠囊
qīng yàn wán qīng yīn wán	清咽丸清音丸
qīng yí lì dǎn kē lì	清胰利膽顆粒
qīng zào rùn fèi hé jì	清燥潤肺合劑
qīng zhàng míng mù jiāo náng	清障明目膠囊
qīng zhī guǒ zhǐ jiāo náng	清脂果酯膠囊
qīng zhuó yì shèn jiāo náng	清濁益腎膠囊
qiū xiè líng kǒu fú yè	秋瀉靈口服液
qù ān jiā yā sù piàn	去氨加壓素片
qǔ ān nài dé rǔ gāo	曲安奈德乳膏
qǔ ān nài dé ruǎn gāo	曲安奈德軟膏
qū bái bā bù qī piàn	驅白巴布期片
qū bān tiáo jīng jiāo náng	祛斑調經膠囊
qū fēng shī gǔ tòng jiǔ	祛風濕骨痛酒
qū fēng shī qīng rè yào	祛風濕清熱藥
qū fēng shī sàn hán yào	祛風濕散寒藥
qū fēng shī zhǐ tòng sàn	祛風濕止痛散
qū fēng tòng jiě chá jì	祛風痛解搽劑
qū fēng zhǐ tòng jiāo náng	祛風止痛膠囊
qù gǎn rè zhù shè yè	去感熱注射液
qù jiǎ bān máo sù piàn	去甲斑蝥素片
qǔ kè lú dīng dòng gān	曲克蘆丁凍乾
qǔ kè lú dīng jiāo náng	曲克蘆丁膠囊
qǔ kè lú dīng kē lì	曲克蘆丁顆粒
qǔ mǎ duō fēn sàn piàn	曲馬多分散片
qǔ mǎ duō huǎn shì piàn	曲馬多緩釋片
qǔ mǎ duō zhù shè yè	曲馬多注射液
qǔ ní sī tè jiāo náng	曲尼司特膠囊
qǔ ní sī tè kē lì	曲尼司特顆粒
qù qiǎng jī gān kē lì	去羥肌苷顆粒
qū tán líng kǒu fú yè	祛痰靈口服液
qū tán zhǐ ké chōng jì	祛痰止咳沖劑
qū tán zhǐ ké kē lì	祛痰止咳顆粒
qǔ xī pài tè jiāo náng	曲昔派特膠囊
qǔ xī pǐ tè jiāo náng	曲昔匹特膠囊
qù xiān ruǎn gān jiāo náng	去纖軟肝膠囊
qù yǎng fú niào gān piàn	去氧氟尿苷片
qū yū sàn jié jiāo náng	祛瘀散結膠囊
qū yū yì wèi jiāo náng	祛瘀益胃膠囊
qū zhī jiàng táng jiāo náng	祛脂降糖膠囊
quán xiàng shè yǐng xiàng piān	全像攝影相片
quán zhī rán měi tài piàn	全脂然美態片
quē nuò tóng shuāng xiàng piān	炔諾酮雙相片
quē nuò tóng tàn qīn piàn	炔諾酮探親片
qún liàn qiú jūn zhì jì	羣鏈球菌製劑
rè dú níng zhù shè yè	熱毒寧注射液
rè gǎn qīng pēn wù jì	熱感清噴霧劑
rè kě píng zhù shè yè	熱可平注射液
rè yán níng kǒu fú yè	熱炎寧口服液
rén gōng zhì néng xīn piàn	人工智能芯片
rén qí dài zǔ zhī yè	人臍帶組織液
rén shēn bài dú jiāo náng	人參敗毒膠囊
rén shēn biē jiǎ jiān wán	人參鱉甲煎丸
rén shēn bǔ qì jiāo náng	人參補氣膠囊
rén shēn bǔ wán jiāo náng	人參補丸膠囊
rén shēn shǒu wū jiāo náng	人參首烏膠囊
rén tāi pán zǔ zhī yè	人胎盤組織液
rén xuè qīng dàn bái yè	人血清蛋白液
rén zhī jiàng táng jiāo náng	人知降糖膠囊
róng cān bǔ shèn jiāo náng	茸參補腎膠囊
róng cān yì shèn jiāo náng	茸參益腎膠囊
róng dì yì shèn jiāo náng	茸地益腎膠囊
róng jūn méi cháng róng piàn	溶菌酶腸溶片
róng jūn méi kǒu hán piàn	溶菌酶口含片
róng shuān nǎo tōng jiāo náng	溶栓腦通膠囊
róng xīn wán dà mì wán	榮心丸大蜜丸
róu suān kǔ shēn jiǎn piàn	鞣酸苦參鹼片
róu suān xiǎo bò jiǎn piàn	鞣酸小檗鹼片
rǔ ān sàn jié jiāo náng	乳安散結膠囊
