ā kā piàn	阿咖片
hùn hé cí jī sù piàn	混合雌激素片
hùn xuán xíng pēn wù jì	混悬型喷雾剂
huò dǎn bí yán jiāo náng	藿胆鼻炎胶囊
huó lì sū kǒu fú yè	活力苏口服液
huó lì yuán kǒu fú yè	活力源口服液
huò lù bǔ shèn jiāo náng	藿鹿补肾胶囊
huó luò tōng kǒu fú yè	活络通口服液
huò qǐ bǔ shèn kē lì	藿杞补肾颗粒
huò róng bǔ shèn kē lì	藿蓉补肾颗粒
huò xiāng qīng wèi jiāo náng	藿香清胃胶囊
huò xiāng zhèng qì dī wán	藿香正气滴丸
huò xiāng zhèng qì hé jì	霍香正气合剂
huò xiāng zhèng qì jiāo náng	藿香正气胶囊
huò xiāng zhèng qì jiāo náng	霍香正气胶囊
huò xiāng zhèng qì kē lì	藿香正气颗粒
huó xuè tōng mài jiāo náng	活血通脉胶囊
huò yáng bǔ shèn jiāo náng	藿阳补肾胶囊
jǐ àn dīng chún jiāo náng	己胺丁醇胶囊
jī chún yān suān zhǐ piàn	肌醇烟酸酯片
jī dǎn kǒu fú róng yè	鸡胆口服溶液
jí dòu xiāo yǎng xǐ jì	棘豆消痒洗剂
jǐ èr xī cí fēn piàn	己二烯雌酚片
jí fēi luó qí jiāo náng	吉非罗齐胶囊
jí gān tuì huáng jiāo náng	急肝退黄胶囊
jī gǔ cǎo gān yán wán	鸡骨草肝炎丸
jí rú xīn cháng róng piàn	吉如心肠溶片
jī shǐ téng zhù shè yè	鸡矢藤注射液
jī shù kuān zhōng jiāo náng	积术宽中胶囊
jī tài méi yì zhì jì	激肽酶抑制剂
jǐ tóng kě kě jiǎn piàn	己酮可可碱片
jǐ xī cí fēn ruǎn gāo	己烯雌酚软膏
jī xuě dài shuāng ruǎn gāo	积雪甙霜软膏
jī xuě gān shuāng ruǎn gāo	积雪苷霜软膏
jī xuě gān zhī ruǎn gāo	积雪苷脂软膏
jī xuè téng táng yī piàn	鸡血藤糖衣片
jiā bā pēn dīng jiāo náng	加巴喷丁胶囊
jiǎ běn huáng dīng niào piàn	甲苯磺丁脲片
jiǎ dān bāo jūn zhì jì	假单胞菌制剂
jiā fēi pái yáng shēn wán	嘉菲牌洋参丸
jiǎ fēn nà suān jiāo náng	甲芬那酸胶囊
jiǎ fēn zào xiāo dú yè	甲酚皂消毒液
jiǎ fēng méi sù jiāo náng	甲砜霉素胶囊
jiǎ fēng méi sù kē lì	甲砜霉素颗粒
jiǎ gǔ àn fēn sǎn piàn	甲钴胺分散片
jiǎ gǔ àn zhù shè yè	甲钴胺注射液
jiǎ gǔ ǎn zhù shè yè	甲钴铵注射液
jiǎ jī bān máo àn piàn	甲基斑蝥胺片
jiā jiǎn jīn líng zǐ sàn	加减金铃子散
jiā jiǎn sāng piāo shāo sàn	加减桑螵蛸散
jiǎ liú mī zuò ruǎn gāo	甲硫咪唑软膏
jiǎ liú yǎng mì dìng piàn	甲硫氧嘧啶片
jiǎ lǜ fēn nà suān piàn	甲氯芬那酸片
jiǎ lǜ fēn zhǐ jiāo náng	甲氯芬酯胶囊
jiǎ pài dìng jī bǐ qín	甲哌啶基吡嗪
jiǎ pài lì fù méi sù	甲哌力复霉素
jiǎ pài lì fú méi sù	甲哌利福霉素
jiǎ pō ní lóng zhì jì	甲泼尼龙制剂
jiǎ pō ní sōng lóng piàn	甲泼尼松龙片
jiǎ qí gān xiān kē lì	甲芪肝纤颗粒
jiǎ qiǎng yùn tóng jiāo náng	甲羟孕酮胶囊
jiǎ qiú mī zuò ruǎn gāo	甲巯咪唑软膏
jiǎ quán jiǎ fēn róng yè	甲醛甲酚溶液
jiā tì shā xīng jiāo náng	加替沙星胶囊
jiā wèi líng zhī jūn piàn	加味灵芝菌片
jiā wèi shēng huà kē lì	加味生化颗粒
jiā wèi tiān má jiāo náng	加味天麻胶囊
jiā wèi xiāo yáo jiāo náng	加味逍遥胶囊
jiā wèi xiāo yáo kē lì	加味逍遥颗粒
jiā wèi yì mǔ cǎo gāo	加味益母草膏
jiā wèi yì wú cǎo gāo	加味益毋草膏
jiǎ xiāo zuò fēn bù fēn	甲硝唑芬布芬
jiǎ xiāo zuò hán shù yè	甲硝唑含漱液
jiǎ xiāo zuò hán sòu yè	甲硝唑含嗽液
jiǎ xiāo zuò huǎn shì piàn	甲硝唑缓释片
jiǎ xiāo zuò hùn xuán yè	甲硝唑混悬液
jiǎ xiāo zuò kǒu hán piàn	甲硝唑口含片
jiǎ xiāo zuò kǒu jiá piàn	甲硝唑口颊片
jiǎ xiāo zuò pào téng piàn	甲硝唑泡腾片
jiǎ xiāo zuò pú tao táng	甲硝唑葡萄糖
jiǎ xiāo zuò zhù shè jì	甲硝唑注射剂
jiǎ xiāo zuò zhù shè yè	甲硝唑注射液
jiǎ xiù ā tuō pǐn piàn	甲溴阿托品片
jiǎ yǎng biàn ān mì dìng	甲氧苄氨嘧啶
jiǎ yǎng biàn dìng kē lì	甲氧苄啶颗粒
jiǎ yǎng bǔ gǔ zhī sù	甲氧补骨脂素
jiǎ yǎng bǔ gǔ zhǐ sù	甲氧补骨酯素
jiǎ yǎng jī hóng méi sù	甲氧基红霉素
jiǎ yǎng jī xīn kě fēn	甲氧基辛可芬
jiǎ yǎng lǜ pǔ àn piàn	甲氧氯普胺片
jiǎ yǎng míng zhù shè yè	甲氧明注射液
jiǎ yǎng shā lín róng yè	甲氧沙林溶液
jiǎ yǎng yì jīng dòng gān	甲氧异腈冻干
jiǎ zhuàng xiàn sù zhì jì	甲状腺素制剂
jiàn ér qiáng gǔ kē lì	健儿强骨颗粒
jiàn ér zhǐ xiè kē lì	健儿止泻颗粒
jiàn nǎo tōng luò jiāo náng	健脑通络胶囊
jiàn nǎo yì zhì fú yè	健脑益智服液
jiàn pí jiàng zhī kē lì	健脾降脂颗粒
jiàn pí shēng xuè kē lì	健脾生血颗粒
jiàn pí wán nóng suō wán	健脾丸浓缩丸
jiàn pì yì shèn kē lì	健睥益肾颗粒
jiàn pí yì shèn kē lì	健脾益肾颗粒
jiān qiǎng àn zhù shè yè	间羟胺注射液
jiàn shēn xiāo dǎo kē lì	健身消导颗粒
jiàn shèn yì fèi kē lì	健肾益肺颗粒
jiǎn shì tàn suān bì piàn	碱式碳酸铋片
jiǎn shì xiāo suān bì piàn	碱式硝酸铋片
jiǎn wèi xiǎo ér huà tán	减味小儿化痰
jiàn wèi xiāo shí kē lì	健胃消食颗粒
jiàn wèi xiāo yán kē lì	健胃消炎颗粒
jiàn wèi yù yáng jiāo náng	健胃愈疡胶囊
jiàn wèi yù yáng kē lì	健胃愈疡颗粒
jiàn wèi yù yáng kē lì	建胃愈疡颗粒
jiàng ān měi wǔ zhī piàn	降安每五脂片
jiāng hóng qū tòng chá jì	姜红祛痛搽剂
jiāng huáng qīng zhī jiāo náng	姜黄清脂胶囊
jiāng huáng xiāo cuó chá jì	姜黄消痤搽剂
jiāng nǎo zhǐ tòng chá jì	姜脑止痛搽剂
jiàng táng jiǎ cháng róng piàn	降糖甲肠溶片
jiàng táng lè kǒu fú yè	降糖乐口服液
jiàng táng tōng mài jiāo náng	降糖通脉胶囊
jiàng xiān méi zhù shè yè	降纤酶注射液
jiāng zǎo qū hán chōng jì	姜枣祛寒冲剂
jiāng zǎo qū hán kē lì	姜枣祛寒颗粒
jiàng zhī jiǎn féi jiāo náng	降脂减肥胶囊
jiàng zhī líng táng yī piàn	降脂灵糖衣片
jiàng zhī pái dú jiāo náng	降脂排毒胶囊
jiàng zhī píng kǒu fú yè	降脂平口服液
jiàng zhī tōng mài jiāo náng	降脂通脉胶囊
jiàng zhuó jiàn měi kē lì	降浊健美颗粒
jiǎo bàn zhì wú kē lì	搅拌至无颗粒
jiǎo gǔ lán zǒng dài piàn	绞股蓝总甙片
jiǎo gǔ lán zǒng gān piàn	绞股蓝总苷片
jiǎo lì shuǎng pēn wù jì	脚立爽喷雾剂
jiāo shā méi sù jiāo náng	交沙霉素胶囊
jiāo shā méi sù kē lì	交沙霉素颗粒
jiāo tǐ guǒ bì jiāo náng	胶体果铋胶囊
jiāo tōng xīn shèn jiāo náng	交通心肾胶囊
jiāo yuán méi yì zhì jì	胶原酶抑制剂
jiǎo zhì tòu míng kē lì	角质透明颗粒
jiāo zī jiǎn féi jiāo náng	娇姿减肥胶囊
jié bái wán shuǐ mì wán	洁白丸水蜜丸
jiě dú hù gān kē lì	解毒护肝颗粒
jiě dú jiàng zhī jiāo náng	解毒降脂胶囊
jiě dú lì shèn jiāo náng	解毒利肾胶囊
jiě dú zhǐ xiè jiāo náng	解毒止泻胶囊
jié ěr yīn pào téng piàn	洁尔阴泡腾片
jiě fú líng zhù shè yè	解氟灵注射液
jié gěng bā wèi kē lì	桔梗八味颗粒
jié gěng dōng huā kē lì	桔梗冬花颗粒
jiē gǔ huó xuè kē lì	接骨活血颗粒
jiē gǔ qī lí jiāo náng	接骨七厘胶囊
jié hé cí jī sù piàn	结合雌激素片
jié hé wán dà mì wán	结核丸大蜜丸
jié kāng níng pēn wù jì	洁康宁喷雾剂
jié yīn zhǐ yǎng xǐ yè	洁阴止痒洗液
jiě yù ān shén chōng jì	解郁安神冲剂
jiě yù ān shén kē lì	解郁安神颗粒
jiě yù gān shū jiāo náng	解郁肝舒胶囊
jīn cān rùn hóu hé jì	金参润喉合剂
jīn cān shū gān jiāo náng	金参疏肝胶囊
jīn dǎn báo mó yī piàn	金胆薄膜衣片
jīn fáng gǎn mào kē lì	金防感冒颗粒
jīn fù kāng kǒu fú yè	金复康口服液
jīn gāng téng kǒu fú yè	金刚藤口服液
jīn gāng téng ruǎn jiāo náng	金刚藤软胶囊
jīn gāng wán àn jiāo náng	金刚烷胺胶囊
jīn gǔ shāng pēn wù jì	筋骨伤喷雾剂
jīn guī zhì sù níng piàn	金龟痔速宁片
jīn guǒ yǐn kǒu fú yè	金果饮口服液
jīn guǒ yǐn yān hóu piàn	金果饮咽喉片
jīn hāo jiě rè kē lì	金蒿解热颗粒
jīn hóu jiàn pēn wù jì	金喉健喷雾剂
jīn huā qīng gǎn kē lì	金花清感颗粒
jīn huā shāo tàng shāng gāo	金花烧烫伤膏
jīn huā xiāo cuó jiāo náng	金花消痤胶囊
jīn huā xiāo cuó kē lì	金花消痤颗粒
jīn huáng lì dǎn jiāo náng	金黄利胆胶囊
jīn jī huà yū kē lì	金鸡化瘀颗粒
jīn jiǎ pái shí jiāo náng	金甲排石胶囊
jīn lái lì yān líng piàn	今来利咽灵片
jīn lì dá kǒu fú yè	津力达口服液
jīn lì yóu ruǎn jiāo náng	金利油软胶囊
jīn lián huā fēn sǎn piàn	金莲花分散片
jīn lián huā jǔ jué piàn	金莲花咀嚼片
jīn lián huā kǒu fú yè	金莲花口服液
jīn lián huā ruǎn jiāo náng	金莲花软胶囊
jīn lián huā rùn hóu piàn	金莲花润喉片
jīn lián huā táng yī piàn	金莲花糖衣片
jīn lián qīng rè kē lì	金莲清热颗粒
jīn lóng dǎn cǎo jìn gāo	金龙胆草浸膏
jīn lóng shū dǎn jiāo náng	金龙舒胆胶囊
jīn lóng shū dǎn kē lì	金龙舒胆颗粒
jīn mǎ gān tài kē lì	金马肝泰颗粒
jīn méi qīng shǔ kē lì	金梅清暑颗粒
jīn míng hé wèi jiāo náng	金明和胃胶囊
jīn pú sù zhù shè yè	金葡素注射液
jīn pǔ xiāo jī kē lì	金朴消积颗粒
jīn qí jiàng táng jiāo náng	金芪降糖胶囊
jīn qí jiàng táng kē lì	金芪降糖颗粒
jīn qián dǎn tōng kē lì	金钱胆通颗粒
jīn qián tōng lín kē lì	金钱通淋颗粒
jīn qiáo mài kǒu fú yè	金荞麦口服液
jīn qīng gǎn mào kē lì	金青感冒颗粒
jīn rì yáng shēn jiāo náng	金日洋参胶囊
jīn sǎng kāi yīn jiāo náng	金嗓开音胶囊
jīn sǎng lì yān jiāo náng	金嗓利咽胶囊
jīn sǎng qīng yīn jiāo náng	金嗓清音胶囊
jīn sǎng sàn jié jiāo náng	金嗓散结胶囊
jīn sǎng zi rùn hóu piàn	金嗓子润喉片
jīn shàn xiāo kě kē lì	金鳝消渴颗粒
jìn shì lè dī yǎn yè	近视乐滴眼液
jīn shì lì dé kē lì	金世力德颗粒
jīn shí qīng rè kē lì	金石清热颗粒
jīn shuǐ bǎo kǒu fú yè	金水宝口服液
jīn shuǐ kāng chóng cǎo gāo	金水康虫草膏
jīn sōng zhǐ yǎng xǐ yè	金松止痒洗液
jīn suǒ gù jīng mì wán	金锁固精蜜丸
jīn suǒ kūn dōu ěr piàn	金锁昆都尔片
jīn wéi ān kǒu fú yè	金维氨口服液
jīn wū gǔ tōng jiāo náng	金乌骨通胶囊
jīn xuán lì yān kē lì	金玄利咽颗粒
jīn yè bài dú kē lì	金叶败毒颗粒
jīn yín huā kǒu fú yè	金银花口服液
jīn yīn lì dǎn jiāo náng	金茵利胆胶囊
jīn yín sān qī jiāo náng	金银三七胶囊
jīn zé guān xīn jiāo náng	金泽冠心胶囊
jīn zhū shāo shāng chá jì	金珠烧伤搽剂
jīng ān luò fēn kē lì	精氨洛芬颗粒
jīng ān suān zhù shè yè	精氨酸注射液
jǐng cān yì qì kē lì	景参益气颗粒
jīng dài níng jié yīn yè	经带宁洁阴液
jīng diǎn dòng huà cháng piàn	经典动画长片
jīng fū zhǐ yǎng kē lì	荆肤止痒颗粒
jīng huā wèi kāng jiāo wán	荆花胃康胶丸
jīng lì jiān jiè kuò sàn	晶粒间界扩散
jīng luò tōng zhù shè yè	经络通注射液
jīng pí xī shōu zhì jì	经皮吸收制剂
jīng pí zhì liáo zhì jì	经皮治疗制剂
jīng qí shuāng cān jiāo náng	精芪双参胶囊
jǐng tiān chóng cǎo hán piàn	景天虫草含片
jǐng tiān hóng huā jiāo náng	景天红花胶囊
jǐng tiān qīng fèi jiāo náng	景天清肺胶囊
jǐng tiān qū bān jiāo náng	景天祛斑胶囊
jǐng tiān sān qī táng jiāng	景天三七糖浆
jǐng tiān wǔ jiā kē lì	景天五加颗粒
jīng wàn hóng zhì chuāng gāo	京万红痔疮膏
jīng zhì guān xīn jiāo náng	精制冠心胶囊
jīng zhì guān xīn kē lì	精制冠心颗粒
jīng zhū wèi tài jiāo náng	晶珠胃泰胶囊
jiù bì yīng wèi tòng piàn	救必应胃痛片
jiǔ hé wéi shēng sù wán	九合维生素丸
jiǔ lóng jiě dú jiāo náng	九龙解毒胶囊
jiǔ qì niān tòng jiāo náng	九气拈痛胶囊
jiǔ qiáng nǎo lì qīng wán	久强脑立清丸
jiǔ sān huó xuè chá jì	九三活血搽剂
jiǔ wèi cān róng jiāo náng	九味参蓉胶囊
jiǔ wèi chén xiāng jiāo náng	九味沉香胶囊
jiǔ wèi gān tài jiāo náng	九味肝泰胶囊
jiǔ wèi jiàn shèn jiāo náng	九味健肾胶囊
jiǔ wèi qiāng huó kē lì	九味羌活颗粒
jiǔ wèi qīng rè jiāo náng	九味清热胶囊
jiǔ wèi shí huī huá sàn	九味石灰华散
jiǔ wèi tōng dǎo kē lì	九味通导颗粒
jiǔ wèi yì nǎo kē lì	九味益脑颗粒
jiǔ wèi zhāng yá cài wán	九味獐牙菜丸
jiǔ wèi zhèn xīn kē lì	九味镇心颗粒
jiǔ wèi zhì chuāng jiāo náng	九味痔疮胶囊
jú bàn zhǐ ké kē lì	橘半止咳颗粒
jú bèi bàn xià kē lì	橘贝半夏颗粒
jú bù zhì jì zhòng dú	局部制剂中毒
jù hé jì jiā rù qì	聚合剂加入器
jú hóng kē lì chōng jì	橘红颗粒冲剂
jú hóng tán ké jiān gāo	橘红痰咳煎膏
jú hóng tán ké kē lì	橘红痰咳颗粒
jú hóng wán dà mì wán	橘红丸大蜜丸
jú hóng wán shuǐ mì wán	橘红丸水蜜丸
jú huā qī wèi jiāo náng	菊花七味胶囊
jú huí pái shí kē lì	橘茴排石颗粒
jù jī bāo zhù shè yè	聚肌胞注射液
jú lán kàng liú gǎn piàn	菊蓝抗流感片
jú méi lì yān hán piàn	菊梅利咽含片
jù rén sān bǎo jiāo náng	巨仁三宝胶囊
jù wéi tóng diǎn ruǎn gāo	聚维酮碘软膏
jù yǐ èr chún sǎn jì	聚乙二醇散剂
jǔ yuán suān bì jiǎ piàn	枸橼酸铋钾片
jǔ yuán suān pài qín piàn	枸橼酸哌嗪片
jué míng píng zhī jiāo náng	决明平脂胶囊
kǎ bā pǐ lín gài sàn	卡巴匹林钙散
kǎ bā pǐ lín měi sàn	卡巴匹林镁散
kǎ bō mǔ dī yǎn yè	卡波姆滴眼液
kǎ dù ní lì dān kàng	卡度尼利单抗
kǎ ěr fèi xiū shì yè	卡尔费休试液
kǎ ěr tè zhù shè yè	卡尔特注射液
kǎ lín yōu dī yǎn yè	卡林优滴眼液
kǎ mǎ xī píng jiāo náng	卡马西平胶囊
kǎ mǎ xī píng táng jiāng	卡马西平糖浆
kǎ màn shū kǒu fú yè	卡曼舒口服液
kǎ nà méi dú jiāo náng	卡那霉毒胶囊
kǎ nà méi sù ruǎn gāo	卡那霉素软膏
kǎ pō sān chún chá jì	卡泊三醇搽剂
kǎ pō sān chún ruǎn gāo	卡泊三醇软膏
kǎ ruì lì zhū dān kàng	卡瑞利珠单抗
kǎ tuō pǔ lì jiāo náng	卡托普利胶囊
kǎ wéi dì luò jiāo náng	卡维地洛胶囊
kāi bó tōng huá hén piàn	开博通划痕片
kāi hóu jiàn pēn wù jì	开喉剑喷雾剂
kǎi nī tīng yīn dào piàn	凯妮汀阴道片
kāi pǔ tuò zhù shè yè	开普拓注射液
kǎn dì shā tǎn zhǐ piàn	坎地沙坦酯片
kàng ái fù shēng jiāo náng	抗癌复生胶囊
kāng ài fú zhèng jiāo náng	康艾扶正胶囊
kāng bì dé gǎn mào piàn	康必得感冒片
kàng bìng dú jǔ jué piàn	抗病毒咀嚼片
kàng bìng dú kǒu fú yè	抗病毒口服液
kàng bìng dú pào téng piàn	抗病毒泡腾片
kàng bìng dú ruǎn jiāo náng	抗病毒软胶囊
kàng dǎn jiǎn zhǐ méi jì	抗胆碱酯酶剂
kāng ěr xuè kǒu fú yè	康尔血口服液
kāng fù chūn kǒu fú yè	康复春口服液
kāng fù lái yáng shēn gāo	康富来洋参膏
kàng gǎn jiě dú jiāo náng	抗感解毒胶囊
kàng gǎn jiě dú kē lì	抗感解毒颗粒
kàng gǎn jiě rè chōng jì	抗感解热冲剂
kàng gǎn mào ké chuǎn wán	抗感冒咳喘丸
kàng gōng yán ruǎn jiāo náng	抗宫炎软胶囊
kàng gǔ zēng shēng jiāo náng	抗骨增生胶囊
kàng gǔ zēng shēng kē lì	抗骨增生颗粒
kàng gǔ zēng shēng táng jiāng	抗骨增生糖浆
kàng gǔ zhì zēng shēng piàn	抗骨质增生片
kàng gǔ zhì zēng shēng wán	抗骨质增生丸
kāng huá jiǔ yǒu hán piàn	康华酒友含片
kāng ké líng kǒu fú yè	康咳灵口服液
kāng lái tè ruǎn jiāo náng	康莱特软胶囊
kāng lái tè zhù shè yè	康莱特注射液
kàng láo wán nóng suō wán	抗痨丸浓缩丸
kàng liú gǎn kǒu fú yè	抗流感口服液
kāng liú yóu fēn ruǎn gāo	糠馏油酚软膏
kāng mài xīn kǒu fú yè	康脉心口服液
kàng shuāi lǎo kǒu fú yè	抗衰老口服液
kàng shuāi líng kǒu fú yè	抗衰灵口服液
kàng xīn shuāi kǒu fú yè	抗心衰口服液
kè bì gǔ tài jiāo náng	克痹骨泰胶囊
kē bó tài zhù shè yè	科博肽注射液
ké chuǎn ān kǒu fú yè	咳喘安口服液
ké chuǎn níng kǒu fú yè	咳喘宁口服液
ké chuǎn shū táng yī piàn	咳喘舒糖衣片
ké chuǎn tíng kǒu fú yè	咳喘停口服液
kě dài yīn jié gěng piàn	可待因桔梗片
kè gǎn é rì dūn piàn	克感额日敦片
ké gǎn kāng kǒu fú yè	咳感康口服液
kè gǎn lì yān kē lì	克感利咽颗粒
kè lā méi sù jiāo náng	克拉霉素胶囊
kè lā méi sù kē lì	克拉霉素颗粒
kě lè dìng dī yǎn yè	可乐定滴眼液
kě lè dìng zhù shè yè	可乐定注射液
kě lì dì gāo xīn piàn	可力地高辛片
kē lì xìng wēi shuān zi	颗粒性微栓子
kē lì zhuàng de gǔ fěn	颗粒状的骨粉
kè lín méi sù jiāo náng	克林霉素胶囊
kè lín méi sù róng yè	克林霉素溶液
kè lún tè luó hán piàn	克仑特罗含片
kè luó mǐ tōng rǔ gāo	克罗米通乳膏
kè méi zuò pēn wù jì	克霉唑喷雾剂
kè méi zuò yīn dào piàn	克霉唑阴道片
kě nì xìng yì zhì jì	可逆性抑制剂
kè shāng tòng qì wù jì	克伤痛气雾剂
kōng fù jiǔ fú yì wán	空腹酒服一丸
kōng xīn luó dīng diàn piàn	空心螺钉垫片
kǒu fú gù tǐ zhì jì	口服固体制剂
kǒu fú lǜ léi tā dìng	口服氯雷他定
kǒu qiāng yán pēn wù jì	口腔炎喷雾剂
kǒu qiāng yù yáng kē lì	口腔愈疡颗粒
kǔ bǎi zhǐ yǎng xǐ yè	苦柏止痒洗液
kǔ dié zi zhù shè yè	苦碟子注射液
kǔ dīng jiàng yā jiāo náng	苦丁降压胶囊
kǔ dòu zi yóu chá jì	苦豆子油搽剂
kǔ shēn jiǎn zhù shè yè	苦参碱注射液
kǔ shēn sù ruǎn jiāo náng	苦参素软胶囊
kǔ shēn sù zhù shè yè	苦参素注射液
kuān pín dài lǜ bō piàn	宽频带滤波片
kūn bǎo wán shuǐ mì wán	坤宝丸水蜜丸
kūn líng wán nóng suō wán	坤灵丸浓缩丸
kūn míng shān hǎi táng piàn	昆明山海棠片
lā fū tì dīng jiāo náng	拉呋替丁胶囊
lài ān pǐ lín kē lì	赖氨匹林颗粒
lài ān pú xīn kē lì	赖氨葡锌颗粒
lài ān suān chá jiǎn piàn	赖氨酸茶碱片
lài ān suān zhù shè yè	赖氨酸注射液
lài nuò pǔ lì jiāo náng	赖诺普利胶囊
lán hé míng kǒu fú yè	蓝荷明口服液
lán suǒ lā zuò jiāo náng	兰索拉唑胶囊
lǎn xiāng xī zhù shè yè	榄香烯注射液
lán zhǐ ān nǎo jiāo náng	蓝芷安脑胶囊
lè fán mìng zhù shè yè	乐凡命注射液
lè mǎ huí zhù shè yè	勒马回注射液
lè yùn níng kǒu fú yè	乐孕宁口服液
léi gōng téng duō dài piàn	雷公藤多甙片
léi gōng téng duō gān piàn	雷公藤多苷片
léi gōng téng shuāng céng piàn	雷公藤双层片
léi gōng téng zǒng tiē piàn	雷公藤总萜片
léi mò xī yóu dān kàng	雷莫西尤单抗
léi ní tì dīng jiāo náng	雷尼替丁胶囊
léi ní tì dīng táng jiāng	雷尼替丁糖浆
lěng xīn zàng tíng bó yè	冷心脏停搏液
lì bā wéi lín hán piàn	利巴韦林含片
lì bā wéi lín jiāo náng	利巴韦林胶囊
lì bā wéi lín kē lì	利巴韦林颗粒
lì bā wéi lín yǎn gāo	利巴韦林眼膏
lì bó lóng táng yī piàn	力勃隆糖衣片
lì bǔ jīn qiū jiāo náng	力补金秋胶囊
lì dǎn jiě dú jiāo náng	利胆解毒胶囊
lì dǎn pái shí jiāo náng	利胆排石胶囊
lì dǎn pái shí kē lì	利胆排石颗粒
lì ér kāng kǒu fú yè	利儿康口服液
lì fán nuò chuāng shāng gāo	利凡诺创伤膏
lì fán nuò zhù shè yè	利凡诺注射液
lì fú pēn dīng jiāo náng	利福喷丁胶囊
lì fú pēn tīng jiāo náng	利福喷汀胶囊
lì fú píng dī yǎn yè	利福平滴眼液
lì fú píng zhù shè yè	利福平注射液
lì fú xī míng jiāo náng	利福昔明胶囊
lì gān xiāo zhī kē lì	利肝消脂颗粒
lì huā bí dòu yán piàn	荔花鼻窦炎片
lì kǒu qīng hán shù yè	利口清含漱液
lì lā nài zhī rǔ gāo	利拉萘脂乳膏
lì lā nài zhǐ rǔ gāo	利拉萘酯乳膏
lì péi tóng kǒu fú yè	利培酮口服液
lǐ qì hé wèi jiāo náng	理气和胃胶囊
lì sāi lìn suān nà piàn	利塞膦酸钠片
lì shēng xī xuè jiāo náng	力生吸血胶囊
lì shí tōng kǒu fú yè	利石通口服液
lì shī zhǐ xiè kē lì	利湿止泻颗粒
lì shuǐ diào zhī jiāo náng	沥水调脂胶囊
lì xīn wán dà mì wán	利心丸大蜜丸
lì xuè bǎo zhù shè yè	利血宝注射液
lì xuè píng zhù shè yè	利血平注射液
lì yān jiě dú kē lì	利咽解毒颗粒
lì yān jiě sù kē lì	利咽解素颗粒
lì zhì tí cái yǐng piàn	励志题材影片
lǐ zhōng wán nóng suō wán	理中丸浓缩丸
lì zhū cháng lè jiāo náng	丽珠肠乐胶囊
lián běn biàn zuò ruǎn gāo	联苯苄唑软膏
lián běn biàn zuò shuāng jì	联苯苄唑霜剂
lián běn shuāng zhǐ jiāo náng	联苯双酯胶囊
lián bì zhì zhù shè yè	莲必治注射液
lián dǎn xiāo yán jiāo náng	莲胆消炎胶囊
lián dǎn xiāo yán kē lì	莲胆消炎颗粒
lián fā kē de xīn piàn	联发科的芯片
lián huā qīng wēn jiāo náng	连花清瘟胶囊
lián huā qīng wēn kē lì	连花清瘟颗粒
lián huáng jiǎ yǎng biàn dìng	联磺甲氧苄啶
liàn méi sù dī bí yè	链霉素滴鼻液
liàn méi sù dī yǎn yè	链霉素滴眼液
liàn méi sù zhù shè yè	链霉素注射液
liàn mì hé wéi sì wán	炼蜜合为四丸
lián pú shuāng qīng jiāo náng	连蒲双清胶囊
lián qiáo sì wèi tāng sàn	连翘四味汤散
lián zhī xiāo yán jiāo náng	莲芝消炎胶囊
liáng cái xìn diē dǎ wán	梁财信跌打丸
liáng jiāng wèi yáng jiāo náng	良姜胃疡胶囊
liàng jūn kǒu fú róng yè	亮菌口服溶液
liáng xuè jiě dú kē lì	凉血解毒颗粒
liáng xuè qū fēng táng jiāng	凉血祛风糖浆
liáng yuán pí pá yè gāo	良园枇杷叶膏
liáo xuǎn kǎ xī fǔ sàn	疗癣卡西甫散
liáo xuǎn kǎ xī fǔ wán	疗癣卡西甫丸
lín kě méi sù jiāo náng	林可霉素胶囊
lín kě méi sù róng yè	林可霉素溶液
lín kě méi sù ruǎn gāo	林可霉素软膏
lín méi sù gài jiāo náng	磷霉素钙胶囊
lín méi sù gài kē lì	磷霉素钙颗粒
lín suān běn bǐ àn piàn	磷酸苯吡胺片
lín suān bǐng bǐ àn piàn	磷酸丙吡胺片
lín suān bó ān kuí piàn	磷酸伯氨喹片
lín suān chuān xiōng qín piàn	磷酸川芎嗪片
lín suān gē nài dìng piàn	磷酸咯萘啶片
lín suān guī zhān gù jì	磷酸硅粘固剂
lín suān kě dài yīn piàn	磷酸可待因片
lín suān nà kǒu fú yè	磷酸钠口服液
lín suān nà zhù shè yè	磷酸钠注射液
lín suān nài fēn kuí piàn	磷酸萘酚喹片
lín suān xiàn piào lìng piàn	磷酸腺嘌呤片
lín suān xīn zhān gù jì	磷酸锌粘固剂
lìn suān yán fáng gòu jì	膦酸盐防垢剂
lín suān yán huǎn chōng jì	磷酸盐缓冲剂
líng bèi zhǐ ké táng jiāng	羚贝止咳糖浆
líng dān cǎo kǒu fú yè	灵丹草口服液
líng huáng ān kā mǐn piàn	羚黄氨咖敏片
líng lóng gǎn mào jiāo náng	灵龙感冒胶囊
líng mài xiāo shí kē lì	苓麦消食颗粒
líng māo xiāng jiě dú wán	灵猫香解毒丸
líng qí jiā kǒu fú yè	灵芪加口服液
líng qí yǎng xīn jiāo náng	灵芪养心胶囊
líng qiào jiě dú kē lì	羚翘解毒颗粒
líng qiào jiě dú shuǐ wán	羚翘解毒水丸
líng yáng gǎn mào jiāo náng	羚羊感冒胶囊
líng yáng gǎn mào kē lì	羚羊感冒颗粒
